Level 1,Level 2,Level 3,Result Folder,Result File,IoU,Chamfer Distance
buis_rond,rond_versmal_lang,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.13657294335695153
buis_rond,rond_versmal_lang,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.13442386854317184
buis_rond,rond_versmal_lang,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.143086279517332
buis_rond,rond_versmal_lang,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.11729078191333055
buis_rond,rond_versmal_lang,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.11714086722153175
buis_rond,rond_versmal_lang,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.12508371294726614
buis_rond,rond_bocht_60+60,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.11528701956496737
buis_rond,rond_bocht_60+60,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.11730485475353689
buis_rond,rond_bocht_60+60,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.11709905891999987
buis_rond,rond_bocht_60+60,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.1117905765022396
buis_rond,rond_bocht_60+60,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.10972982957255067
buis_rond,rond_bocht_60+60,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.11073613828182952
buis_rond,rond_T_60,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.09273832911294858
buis_rond,rond_T_60,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.09163945484129621
buis_rond,rond_T_60,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.09359628175222169
buis_rond,rond_T_60,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.07586587905156092
buis_rond,rond_T_60,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.07494789257407306
buis_rond,rond_T_60,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.07630796042922407
buis_rond,rond_bocht_180,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.08723990544400576
buis_rond,rond_bocht_180,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.08577645558098887
buis_rond,rond_bocht_180,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.08473651047603925
buis_rond,rond_bocht_180,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.07771851759090183
buis_rond,rond_bocht_180,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.07673115464347006
buis_rond,rond_bocht_180,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.0785810003332367
buis_rond,rond_T_45,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.10113006242669964
buis_rond,rond_T_45,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.0981669096892446
buis_rond,rond_T_45,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.10217238044972099
buis_rond,rond_T_45,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.07969242822544788
buis_rond,rond_T_45,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.0781761533757546
buis_rond,rond_T_45,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.08344174759418464
buis_rond,rond_S_90,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.1326264158181576
buis_rond,rond_S_90,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.13805864392667166
buis_rond,rond_S_90,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.1340502438779912
buis_rond,rond_S_90,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.12941374114939674
buis_rond,rond_S_90,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.1359870028619038
buis_rond,rond_S_90,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.12966733162761881
vaten,vat_hangend_3,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.04311010970169679
vaten,vat_hangend_3,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.04197573590625256
vaten,vat_hangend_3,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.04377300957962426
vaten,vat_hangend_3,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.055304125225378996
vaten,vat_hangend_3,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.05652982222121067
vaten,vat_hangend_3,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.05350790910651303
vaten,vat_hangend_2,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.028137136781125806
vaten,vat_hangend_2,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.03278310982269925
vaten,vat_hangend_2,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.032566888621654994
vaten,vat_hangend_2,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.03724464395350684
vaten,vat_hangend_2,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.031754419530005386
vaten,vat_hangend_2,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.030358995869538358
vaten,vat_staand_2,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.14013152531807546
vaten,vat_staand_2,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.13877968044817218
vaten,vat_staand_2,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.1430835508122104
vaten,vat_staand_2,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.10892203206420834
vaten,vat_staand_2,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.10513553302872904
vaten,vat_staand_2,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.11108548696812562
vaten,vat_staand_6,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.08951998565705763
vaten,vat_staand_6,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.09082026460954154
vaten,vat_staand_6,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.09083998881695601
vaten,vat_staand_6,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.06959435727014165
vaten,vat_staand_6,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.07002214948269207
vaten,vat_staand_6,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.06961830301296024
vaten,vat_staand_4,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.05392475983260514
vaten,vat_staand_4,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.05008783472101321
vaten,vat_staand_4,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.052782820253446695
vaten,vat_staand_4,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.03581116972115514
vaten,vat_staand_4,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.03479075546595638
vaten,vat_staand_4,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.03466789976470719
vaten,vat_staand_3,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.08312750111326904
vaten,vat_staand_3,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.08375961933644746
vaten,vat_staand_3,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.0830870817191457
vaten,vat_staand_3,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.0607166746252671
vaten,vat_staand_3,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.05942138645213668
vaten,vat_staand_3,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.06009056599406373
vaten,vat_staand_1,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.0793584758714339
vaten,vat_staand_1,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.08079751914528929
vaten,vat_staand_1,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.07712845110357264
vaten,vat_staand_1,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.05255859060263174
vaten,vat_staand_1,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.054517940538576865
vaten,vat_staand_1,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.05159717619582299
vaten,vat_staand_5,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.040815701102598814
vaten,vat_staand_5,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.038295423762800124
vaten,vat_staand_5,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.03718009304222704
vaten,vat_staand_5,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.051945931592725765
vaten,vat_staand_5,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.0520870947735679
vaten,vat_staand_5,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.05249680477057715
vaten,vat_hangend_1,sdf.obj,voxelData_schijf_links_4,1.obj,-1,0.03567814080118328
vaten,vat_hangend_1,sdf.obj,voxelData_schijf_links_4,0.obj,-1,0.03119291449486688
vaten,vat_hangend_1,sdf.obj,voxelData_schijf_links_4,2.obj,-1,0.03150543624022087
vaten,vat_hangend_1,gt.obj,voxelData_schijf_links_4,1.obj,-1,0.03423141796481502
vaten,vat_hangend_1,gt.obj,voxelData_schijf_links_4,0.obj,-1,0.035263579014647634
vaten,vat_hangend_1,gt.obj,voxelData_schijf_links_4,2.obj,-1,0.03268235919987039
